Id;Amount;Vol_total;Btw_pour;Pour_time;Time;Dev_id;Brand_id;CustomerId;LocationId;CreationDate;CL;ConvertedAmount;ConvertedCL;SelectedCL;TimeUTC;Flow_0;FlowRate;Mode;TapId;StopCondition;Temp_after;Temp_before
3328990;0;1757;2;15375;2019-04-20 21:26:52.000;844e-0000-0f01-071a;1;78;96;20.04.2019 18:27;0;1;30;50;2019-04-20 18:26:52.000;1,964912;1,959207;0;302;0;1,600000024;1,5
3329160;2;2852;450;24725;2019-04-20 21:34:48.000;844e-0000-0f01-071a;1;78;96;20.04.2019 18:35;50;2;50;50;2019-04-20 18:34:48.000;2,491228;1,995281;0;302;0;0,899999976;8,5
3329163;0;2248;1;19700;2019-04-20 21:35:10.000;844e-0000-0f01-071a;1;78;96;20.04.2019 18:35;0;1;30;50;2019-04-20 18:35:10.000;1,22807;1,966337;0;302;0;0,699999988;1,399999976
3329385;0;2714;534;23675;2019-04-20 21:44:29.000;844e-0000-0f01-071a;1;78;96;2019-04-20 18:44:41.000;0;2;50;50;2019-04-20 18:44:29.000;2,315789;1,981511;0;302;0;1,299999952;9
3329548;2;2850;398;24875;2019-04-20 21:51:34.000;844e-0000-0f01-071a;1;78;96;20.04.2019 18:53;50;2;50;50;2019-04-20 18:51:34.000;2,385965;1,981839;0;302;0;1,100000024;8,600000381
3329750;0;2714;564;23625;2019-04-20 22:01:23.000;844e-0000-0f01-071a;1;78;96;20.04.2019 19:01;0;2;50;50;2019-04-20 19:01:23.000;2,385965;1,985705;0;302;0;1,299999952;9,899999619
3330727;2;2850;2656;24625;2019-04-20 22:46:04.000;844e-0000-0f01-071a;1;78;96;2019-04-20 19:47:32.047;50;2;50;50;2019-04-20 19:46:04.000;2,75567;2,001959;0;302;0;1,700000048;17,5
3330729;0;2415;2;21225;2019-04-20 22:46:28.000;844e-0000-0f01-071a;1;78;96;20.04.2019 19:47;0;2;50;50;2019-04-20 19:46:28.000;1,789474;1,963094;0;302;0;1,200000048;2,700000048
3330775;2;2850;127;24875;2019-04-20 22:49:02.000;844e-0000-0f01-071a;1;78;96;2019-04-20 19:51:34.030;50;2;50;50;2019-04-20 19:49:02.000;2,070175;1,981839;0;302;0;1,100000024;6,099999905
3330802;0;2733;99;24000;2019-04-20 22:51:07.000;844e-0000-0f01-071a;1;78;96;20.04.2019 19:53;0;2;50;50;2019-04-20 19:51:07.000;2,017544;1,968567;0;302;0;0,800000012;4,699999809
3330837;2;2850;38;24950;2019-04-20 22:52:11.000;844e-0000-0f01-071a;1;78;96;20.04.2019 19:54;50;2;50;50;2019-04-20 19:52:11.000;2;1,975881;0;302;0;0,600000024;3,200000048
3330838;0;2401;1;20975;2019-04-20 22:52:34.000;844e-0000-0f01-071a;1;78;96;20.04.2019 19:54;0;2;50;50;2019-04-20 19:52:34.000;1,894737;1,974782;0;302;0;0,600000024;0,800000012
3330840;4;74;5;1125;2019-04-20 22:52:40.000;844e-0000-0f01-071a;1;78;96;20.04.2019 19:54;0;4;0;0;2019-04-20 19:52:40.000;0;0;10;302;0;0,899999976;1,100000024
3330843;4;75;5;1125;2019-04-20 22:52:46.000;844e-0000-0f01-071a;1;78;96;20.04.2019 19:54;0;4;0;0;2019-04-20 19:52:46.000;0;0;10;302;0;1,100000024;1,200000048
3331041;0;971;517;8175;2019-04-20 23:01:32.000;844e-0000-0f01-071a;1;78;96;20.04.2019 20:01;0;0;0;30;2019-04-20 20:01:32.000;2,596491;1,997961;0;302;0;3,599999905;9,5
3331229;0;2655;587;23200;2019-04-20 23:11:43.000;844e-0000-0f01-071a;1;78;96;20.04.2019 20:11;0;2;50;50;2019-04-20 20:11:43.000;2,298246;1,977465;0;302;0;1,700000048;12
3331293;0;2722;201;23725;2019-04-20 23:15:29.000;844e-0000-0f01-071a;1;78;96;20.04.2019 20:15;0;2;50;50;2019-04-20 20:15:29.000;2,315789;1,983251;0;302;0;1;7,5
3331295;2;2853;4;13925;2019-04-20 23:15:48.000;844e-0000-0f01-071a;1;78;96;2019-04-20 20:15:54.027;50;2;50;50;2019-04-20 20:15:48.000;1,894737;3,544049;1;302;0;0,5;1,899999976
3331297;0;160;2;1300;2019-04-20 23:15:52.000;844e-0000-0f01-071a;1;78;96;20.04.2019 20:15;0;0;0;30;2019-04-20 20:15:52.000;1,964912;1,619433;0;302;0;0,800000012;0,800000012
3331393;2;2854;309;16450;2019-04-20 23:21:18.000;844e-0000-0f01-071a;1;78;96;20.04.2019 20:21;50;2;50;50;2019-04-20 20:21:18.000;1,45614;3,00112;1;302;0;0,699999988;7
3331396;2;2851;2;15325;2019-04-20 23:21:36.000;844e-0000-0f01-071a;1;78;96;20.04.2019 20:21;50;2;50;50;2019-04-20 20:21:36.000;2,035088;3,217996;1;302;0;0,5;1
3331399;4;75;3;1125;2019-04-20 23:21:40.000;844e-0000-0f01-071a;1;78;96;20.04.2019 20:21;0;4;0;0;2019-04-20 20:21:40.000;0;0;10;302;0;0,800000012;0,899999976
3331648;2;2850;951;24675;2019-04-20 23:37:57.000;844e-0000-0f01-071a;1;78;96;20.04.2019 20:37;50;2;50;50;2019-04-20 20:37:57.000;2,77193;1,997903;0;302;0;1,700000048;12,60000038
3331767;2;2853;363;16900;2019-04-20 23:44:18.000;844e-0000-0f01-071a;1;78;96;20.04.2019 20:44;50;2;50;50;2019-04-20 20:44:18.000;2,263158;2,92017;1;302;0;1;9,199999809
3331933;0;2545;555;22000;2019-04-20 23:53:56.000;844e-0000-0f01-071a;1;78;96;20.04.2019 20:54;0;2;50;50;2019-04-20 20:53:56.000;2,701754;1,997608;0;302;0;1,700000048;10,69999981
3331940;0;2591;3;22750;2019-04-20 23:54:23.000;844e-0000-0f01-071a;1;78;96;20.04.2019 20:54;0;2;50;50;2019-04-20 20:54:23.000;1,824561;1,967226;0;302;0;0,800000012;2,799999952
3332058;2;2852;347;24875;2019-04-21 00:00:36.000;844e-0000-0f01-071a;1;78;96;20.04.2019 21:00;50;2;50;50;2019-04-20 21:00:36.000;2,263158;1,98325;0;302;0;1,200000048;7,800000191
3332080;2;2850;45;14375;2019-04-21 00:01:37.000;844e-0000-0f01-071a;1;78;96;2019-04-20 21:01:36.053;50;2;50;50;2019-04-20 21:01:37.000;2,017544;3,429443;1;302;0;0,5;4,300000191
3332108;2;2851;101;13975;2019-04-21 00:03:34.000;844e-0000-0f01-071a;1;78;96;20.04.2019 21:03;50;2;50;50;2019-04-20 21:03:34.000;2,140351;3,528858;1;302;0;0,5;3,799999952
3332210;1;1711;428;14825;2019-04-21 00:10:59.000;844e-0000-0f01-071a;1;78;96;20.04.2019 21:10;30;1;30;30;2019-04-20 21:10:59.000;2,45614;1,977456;0;302;0;2,299999952;8
3332315;0;955;512;8225;2019-04-21 00:19:40.000;844e-0000-0f01-071a;1;78;96;20.04.2019 21:19;0;0;0;50;2019-04-20 21:19:40.000;2,070175;1,951688;0;302;0;4,300000191;10,10000038
3332512;2;2851;715;14625;2019-04-21 00:31:50.000;844e-0000-0f01-071a;1;78;96;20.04.2019 21:32;50;2;50;50;2019-04-20 21:31:50.000;2,122379;3,37202;1;302;0;1,200000048;12,69999981
3332515;2;2851;2;15325;2019-04-21 00:32:08.000;844e-0000-0f01-071a;1;78;96;20.04.2019 21:32;50;2;50;50;2019-04-20 21:32:08.000;1,719298;3,217996;1;302;0;0,600000024;1,899999976
3332518;2;2852;1;18200;2019-04-21 00:32:29.000;844e-0000-0f01-071a;1;78;96;20.04.2019 21:32;50;2;50;50;2019-04-20 21:32:29.000;1,210526;2,710623;1;302;0;1;0,899999976
3332608;0;887;468;7625;2019-04-21 00:40:26.000;844e-0000-0f01-071a;1;78;96;20.04.2019 21:40;0;0;0;30;2019-04-20 21:40:26.000;2,087719;1,948806;0;302;0;4,099999905;9,199999809
3332626;2;2851;59;13900;2019-04-21 00:41:40.000;844e-0000-0f01-071a;1;78;96;20.04.2019 21:41;50;2;50;50;2019-04-20 21:41:40.000;1,947368;3,547899;1;302;0;0,899999976;7,5
3332724;0;815;286;7100;2019-04-21 00:46:35.000;844e-0000-0f01-071a;1;78;96;20.04.2019 21:46;0;0;0;30;2019-04-20 21:46:35.000;2,070175;1,914999;0;302;0;3,200000048;7,300000191
3332725;2;2851;5;14025;2019-04-21 00:46:55.000;844e-0000-0f01-071a;1;78;96;20.04.2019 21:46;50;2;50;50;2019-04-20 21:46:55.000;1,754386;3,516277;1;302;0;0,699999988;4,699999809
3332759;2;2852;150;13950;2019-04-21 00:49:40.000;844e-0000-0f01-071a;1;78;96;2019-04-20 21:49:39.033;50;2;50;50;2019-04-20 21:49:40.000;1,912281;3,53644;1;302;0;0,699999988;5
3332816;2;2853;164;14425;2019-04-21 00:52:39.000;844e-0000-0f01-071a;1;78;96;20.04.2019 21:54;50;2;50;50;2019-04-20 21:52:39.000;1,929825;3,421205;1;302;0;0,5;5
3332817;2;2852;2;17000;2019-04-21 00:52:59.000;844e-0000-0f01-071a;1;78;96;20.04.2019 21:54;50;2;50;50;2019-04-20 21:52:59.000;1,643132;2,901961;1;302;0;0,400000006;0,800000012
3332818;4;62;5;1125;2019-04-21 00:53:05.000;844e-0000-0f01-071a;1;78;96;20.04.2019 21:54;0;4;0;0;2019-04-20 21:53:05.000;0;0;10;302;0;0,800000012;0,899999976
3332901;1;1710;515;15050;2019-04-21 01:01:56.000;844e-0000-0f01-071a;1;78;96;20.04.2019 22:01;30;1;30;30;2019-04-20 22:01:56.000;2,070175;1,946727;0;302;0;2,200000048;8,600000381
3333059;2;2852;910;14150;2019-04-21 01:17:21.000;844e-0000-0f01-071a;1;78;96;2019-04-20 22:17:48.030;50;2;50;50;2019-04-20 22:17:21.000;2,362003;3,486455;1;302;0;1,100000024;12,60000038
3333061;2;2852;2;24900;2019-04-21 01:17:49.000;844e-0000-0f01-071a;1;78;96;20.04.2019 22:17;50;2;50;50;2019-04-20 22:17:49.000;2,368421;1,981258;0;302;0;1,100000024;1,799999952
3333088;0;894;173;7700;2019-04-21 01:20:51.000;844e-0000-0f01-071a;1;78;96;20.04.2019 22:20;0;0;0;30;2019-04-20 22:20:51.000;1,982456;1,945774;0;302;0;2,700000048;5,699999809
3333099;2;2855;38;14000;2019-04-21 01:21:44.000;844e-0000-0f01-071a;1;78;96;20.04.2019 22:22;50;2;50;50;2019-04-20 22:21:44.000;1,859649;3,527569;1;302;0;0,5;5
3333100;2;2854;1;14150;2019-04-21 01:22:00.000;844e-0000-0f01-071a;1;78;96;20.04.2019 22:22;50;2;50;50;2019-04-20 22:22:00.000;1,298246;3,488934;1;302;0;0,400000006;0,699999988
3333101;2;2850;1;13975;2019-04-21 01:22:16.000;844e-0000-0f01-071a;1;78;96;20.04.2019 22:22;50;2;50;50;2019-04-20 22:22:16.000;1,298246;3,527602;1;302;0;1;0,5
3333464;0;772;2229;6500;2019-04-21 01:59:32.000;844e-0000-0f01-071a;1;78;96;20.04.2019 23:00;0;0;0;30;2019-04-20 22:59:32.000;2,438596;1,975708;0;302;0;5,400000095;16,60000038
3333517;2;2852;347;25025;2019-04-21 02:05:45.000;844e-0000-0f01-071a;1;78;96;20.04.2019 23:05;50;2;50;50;2019-04-20 23:05:45.000;2,122807;1,971362;0;302;0;1,799999952;13,60000038
3333634;2;2855;813;14075;2019-04-21 02:19:34.000;844e-0000-0f01-071a;1;78;96;20.04.2019 23:19;50;2;50;50;2019-04-20 23:19:34.000;2,32777;3,508772;1;302;0;1,299999952;13,69999981
3333639;0;2660;41;23225;2019-04-21 02:20:39.000;844e-0000-0f01-071a;1;78;96;20.04.2019 23:20;0;2;50;50;2019-04-20 23:20:39.000;2,087719;1,979114;0;302;0;1;7
3333642;0;2666;6;23325;2019-04-21 02:21:10.000;844e-0000-0f01-071a;1;78;96;2019-04-20 23:21:08.003;0;2;50;50;2019-04-20 23:21:10.000;1,894737;1,975141;0;302;0;0,800000012;2,299999952
3333663;0;2638;173;23025;2019-04-21 02:24:28.000;844e-0000-0f01-071a;1;78;96;20.04.2019 23:24;0;2;50;50;2019-04-20 23:24:28.000;2,192982;1,979542;0;302;0;1,100000024;5,199999809
3333684;0;1001;280;8700;2019-04-21 02:29:18.000;844e-0000-0f01-071a;1;78;96;20.04.2019 23:29;0;0;0;30;2019-04-20 23:29:18.000;2,052632;1,937891;0;302;0;2,700000048;7,099999905
3333688;0;973;35;8425;2019-04-21 02:30:02.000;844e-0000-0f01-071a;1;78;96;20.04.2019 23:30;0;0;0;30;2019-04-20 23:30:02.000;1,912281;1,942839;0;302;0;2;5,599999905
3333865;0;1046;2759;8900;2019-04-21 03:16:12.000;844e-0000-0f01-071a;1;78;96;2019-04-21 00:16:09.063;0;0;0;30;2019-04-21 00:16:12.000;2,491228;1,983047;0;302;0;5,599999905;18,10000038
3333869;1;1712;70;15000;2019-04-21 03:17:39.000;844e-0000-0f01-071a;1;78;96;21.04.2019 00:17;30;1;30;30;2019-04-21 00:17:39.000;1,964912;1,955556;0;302;0;2,400000095;12
3333870;0;445;3;3750;2019-04-21 03:17:47.000;844e-0000-0f01-071a;1;78;96;2019-04-21 00:17:55.043;0;0;0;30;2019-04-21 00:17:47.000;1,947368;1,894737;0;302;0;1,799999952;4
3333871;0;412;5;3525;2019-04-21 03:17:56.000;844e-0000-0f01-071a;1;78;96;2019-04-21 00:17:57.050;0;0;0;30;2019-04-21 00:17:56.000;1,929825;1,851437;0;302;0;1,700000048;3,5
3333873;0;1228;21;10625;2019-04-21 03:18:29.000;844e-0000-0f01-071a;1;78;96;21.04.2019 00:18;0;0;0;30;2019-04-21 00:18:29.000;1,964912;1,96161;0;302;0;1,299999952;5,199999809
3334474;11;3232;41454;27100;2019-04-21 14:49:50.000;844e-0000-0f01-071a;1;78;96;21.04.2019 11:49;0;11;0;0;2019-04-21 11:49:50.000;0;0;10;302;0;1,899999976;22,29999924
3334531;11;5441;557;50900;2019-04-21 15:00:00.000;844e-0000-0f01-071a;1;78;96;21.04.2019 12:00;0;11;0;0;2019-04-21 12:00:00.000;0;0;10;302;0;1;14,60000038
3334656;11;3282;1503;30450;2019-04-21 15:25:34.000;844e-0000-0f01-071a;1;78;96;2019-04-21 12:25:36.067;0;11;0;0;2019-04-21 12:25:34.000;0;0;10;302;0;1,5;17,10000038
3334823;2;2850;1531;24725;2019-04-21 15:51:31.000;844e-0000-0f01-071a;1;78;96;21.04.2019 12:51;50;2;50;50;2019-04-21 12:51:31.000;2,430466;1,993862;0;302;0;2,599999905;17,29999924
3334824;0;751;10;6525;2019-04-21 15:51:49.000;844e-0000-0f01-071a;1;78;96;21.04.2019 12:51;0;0;0;30;2019-04-21 12:51:49.000;1,824561;1,911676;0;302;0;1,899999976;6
3334825;0;99;0;525;2019-04-21 15:51:51.000;844e-0000-0f01-071a;1;78;96;21.04.2019 12:51;0;0;0;50;2019-04-21 12:51:51.000;0;1,971596;0;302;0;2,200000048;2,400000095
3335094;2;2852;1850;19800;2019-04-21 16:23:02.000;844e-0000-0f01-071a;1;78;96;21.04.2019 13:23;50;2;50;50;2019-04-21 13:23:02.000;2,516046;2,491583;1;302;0;1,700000048;17,5
3335097;0;819;6;6825;2019-04-21 16:23:16.000;844e-0000-0f01-071a;1;78;96;21.04.2019 13:23;0;0;0;30;2019-04-21 13:23:16.000;2,526316;2,002442;0;302;0;2,299999952;4,699999809
3335112;0;866;103;7600;2019-04-21 16:25:07.000;844e-0000-0f01-071a;1;78;96;21.04.2019 13:25;0;0;0;30;2019-04-21 13:25:07.000;2;1,906741;0;302;0;2,799999952;7,300000191
3335171;2;1746;256;11000;2019-04-21 16:29:34.000;844e-0000-0f01-071a;1;78;96;2019-04-21 13:32:00.050;50;2;50;50;2019-04-21 13:29:34.000;2,122807;2,720893;0;302;1;2;8,800000191
3335172;0;208;5;14400;2019-04-21 16:29:54.000;844e-0000-0f01-071a;1;78;96;21.04.2019 13:32;0;0;0;50;2019-04-21 13:29:54.000;0,964912;0,204678;0;302;1;1,299999952;3,299999952
3335265;2;171;740;24000;2019-04-21 16:42:39.000;844e-0000-0f01-071a;1;78;96;21.04.2019 13:42;50;2;50;50;2019-04-21 13:42:39.000;0,035088;0,09576;0;302;1;1,600000024;12,5
3335266;0;57;1;4250;2019-04-21 16:42:45.000;844e-0000-0f01-071a;1;78;96;21.04.2019 13:42;0;0;0;50;2019-04-21 13:42:45.000;0;0,070175;0;302;1;1,5;2
3335331;0;74;293;3725;2019-04-21 16:47:43.000;844e-0000-0f01-071a;1;78;96;21.04.2019 13:47;0;0;0;50;2019-04-21 13:47:43.000;0,035088;0,160132;0;302;1;3,599999905;8,699999809
3335332;0;54;0;375;2019-04-21 16:47:44.000;844e-0000-0f01-071a;1;78;96;21.04.2019 13:47;0;0;0;50;2019-04-21 13:47:44.000;0;0,654971;0;302;1;4;3,599999905
3335406;0;258;365;1775;2019-04-21 16:53:52.000;844e-0000-0f01-071a;1;78;96;2019-04-21 13:54:32.040;0;0;0;50;2019-04-21 13:53:52.000;1,596491;2,154682;0;302;1;10;11,30000019
3335416;0;83;5;525;2019-04-21 16:53:58.000;844e-0000-0f01-071a;1;78;96;21.04.2019 13:55;0;0;0;50;2019-04-21 13:53:58.000;0;1,436926;0;302;1;9,800000191;10,39999962
3335426;2;2852;1;12250;2019-04-21 16:54:12.000;844e-0000-0f01-071a;1;78;96;2019-04-21 13:55:57.030;50;2;50;50;2019-04-21 13:54:12.000;3,035088;4,027211;2;302;0;6,400000095;9,800000191
3335427;0;2541;1;9450;2019-04-21 16:54:24.000;844e-0000-0f01-071a;1;78;96;21.04.2019 13:56;0;2;50;50;2019-04-21 13:54:24.000;4,157895;4,643089;2;302;0;1,899999976;6,800000191
3335428;2;2854;4;15475;2019-04-21 16:54:45.000;844e-0000-0f01-071a;1;78;96;21.04.2019 13:56;50;2;50;50;2019-04-21 13:54:45.000;2,052632;3,190205;1;302;0;1,700000048;4,5
3335429;0;1033;1;6175;2019-04-21 16:54:54.000;844e-0000-0f01-071a;1;78;96;21.04.2019 13:56;0;0;0;30;2019-04-21 13:54:54.000;2,473684;2,821223;1;302;0;1,799999952;1,899999976
3335431;2;2854;2;13950;2019-04-21 16:55:12.000;844e-0000-0f01-071a;1;78;96;21.04.2019 13:56;50;2;50;50;2019-04-21 13:55:12.000;2,421053;3,538955;1;302;0;1,299999952;2,099999905
3335433;2;2853;4;16900;2019-04-21 16:55:34.000;844e-0000-0f01-071a;1;78;96;21.04.2019 13:56;50;2;50;50;2019-04-21 13:55:34.000;2,368421;2,92017;1;302;0;1,100000024;2
3335435;2;2852;1;13950;2019-04-21 16:55:50.000;844e-0000-0f01-071a;1;78;96;21.04.2019 13:56;50;2;50;50;2019-04-21 13:55:50.000;1,315789;3,53644;1;302;0;1,299999952;1,200000048
3335647;2;2853;1093;13875;2019-04-21 17:14:18.000;844e-0000-0f01-071a;1;78;96;2019-04-21 14:14:20.030;50;2;50;50;2019-04-21 14:14:18.000;3,210526;3,55682;1;302;0;1,600000024;14,69999981
3335708;2;2852;235;24500;2019-04-21 17:18:39.000;844e-0000-0f01-071a;1;78;96;21.04.2019 14:18;50;2;50;50;2019-04-21 14:18:39.000;3,017544;2,013605;0;302;0;1,399999976;9,600000381
3335722;2;2850;35;24925;2019-04-21 17:19:40.000;844e-0000-0f01-071a;1;78;96;21.04.2019 14:19;50;2;50;50;2019-04-21 14:19:40.000;1,964912;1,977863;0;302;0;0,800000012;5
3335737;2;2852;12;25050;2019-04-21 17:20:18.000;844e-0000-0f01-071a;1;78;96;21.04.2019 14:20;50;2;50;50;2019-04-21 14:20:18.000;1,807018;1,969395;0;302;0;0,699999988;2,5
3335808;2;2851;330;24875;2019-04-21 17:26:15.000;844e-0000-0f01-071a;1;78;96;21.04.2019 14:26;50;2;50;50;2019-04-21 14:26:15.000;2,210526;1,982544;0;302;0;1,200000048;7,900000095
3335977;2;2852;876;24700;2019-04-21 17:41:17.000;844e-0000-0f01-071a;1;78;96;21.04.2019 14:41;50;2;50;50;2019-04-21 14:41:17.000;2,45614;1,997301;0;302;0;2;14,30000019
3336060;2;2852;253;24850;2019-04-21 17:45:56.000;844e-0000-0f01-071a;1;78;96;21.04.2019 14:46;50;2;50;50;2019-04-21 14:45:56.000;2,333333;1,985245;0;302;0;1,299999952;9,300000191
3336063;2;2851;1;25075;2019-04-21 17:46:24.000;844e-0000-0f01-071a;1;78;96;21.04.2019 14:46;50;2;50;50;2019-04-21 14:46:24.000;1,736842;1,966731;0;302;0;0,800000012;1,700000048
3336102;2;2851;231;24825;2019-04-21 17:50:41.000;844e-0000-0f01-071a;1;78;96;21.04.2019 14:50;50;2;50;50;2019-04-21 14:50:41.000;2,298246;1,986537;0;302;0;1,100000024;6,800000191
3336269;2;2852;855;14050;2019-04-21 18:05:12.000;844e-0000-0f01-071a;1;78;96;21.04.2019 15:05;50;2;50;50;2019-04-21 15:05:12.000;2,614035;3,511269;1;302;0;1,5;14,30000019
3336317;2;2854;250;16575;2019-04-21 18:09:39.000;844e-0000-0f01-071a;1;78;96;21.04.2019 15:10;50;2;50;50;2019-04-21 15:09:39.000;2,77193;2,978487;1;302;0;0,699999988;9,800000191
3336318;2;2854;1;18375;2019-04-21 18:10:00.000;844e-0000-0f01-071a;1;78;96;21.04.2019 15:10;50;2;50;50;2019-04-21 15:10:00.000;1,280702;2,686717;1;302;0;0,600000024;1,100000024
3336337;2;2851;42;14125;2019-04-21 18:10:57.000;844e-0000-0f01-071a;1;78;96;21.04.2019 15:10;50;2;50;50;2019-04-21 15:10:57.000;2,368421;3,491383;1;302;0;0,699999988;3,799999952
3336339;4;73;1;850;2019-04-21 18:10:59.000;844e-0000-0f01-071a;1;78;96;21.04.2019 15:11;0;4;0;0;2019-04-21 15:10:59.000;0;0;10;302;0;0,800000012;0,699999988
3336612;2;2852;1186;24425;2019-04-21 18:31:11.000;844e-0000-0f01-071a;1;78;96;21.04.2019 15:31;50;2;50;50;2019-04-21 15:31:11.000;3,080873;2,019789;0;302;0;2,099999905;16,5
3336744;2;2855;581;17625;2019-04-21 18:41:10.000;844e-0000-0f01-071a;1;78;96;21.04.2019 15:41;50;2;50;50;2019-04-21 15:41:10.000;2,385965;2,802041;1;302;0;1;14
3336745;2;2853;2;15900;2019-04-21 18:41:28.000;844e-0000-0f01-071a;1;78;96;21.04.2019 15:41;50;2;50;50;2019-04-21 15:41:28.000;1,947368;3,103829;1;302;0;0,600000024;1,899999976
3336746;2;2855;1;18250;2019-04-21 18:41:49.000;844e-0000-0f01-071a;1;78;96;21.04.2019 15:41;50;2;50;50;2019-04-21 15:41:49.000;1,210526;2,70608;1;302;0;1,100000024;0,899999976
3336953;2;2852;883;14150;2019-04-21 18:56:47.000;844e-0000-0f01-071a;1;78;96;21.04.2019 15:57;50;2;50;50;2019-04-21 15:56:47.000;2,807018;3,486455;2;302;0;1;15,10000038
3336954;2;2851;1;14075;2019-04-21 18:57:03.000;844e-0000-0f01-071a;1;78;96;21.04.2019 15:57;50;2;50;50;2019-04-21 15:57:03.000;1,210526;3,503786;1;302;0;0,899999976;1,100000024
3336955;0;749;1;6425;2019-04-21 18:57:12.000;844e-0000-0f01-071a;1;78;96;21.04.2019 15:57;0;0;0;50;2019-04-21 15:57:12.000;1,842105;1,935968;0;302;0;1,399999976;1,5
3336956;2;2854;4;16600;2019-04-21 18:57:33.000;844e-0000-0f01-071a;1;78;96;21.04.2019 15:57;50;2;50;50;2019-04-21 15:57:33.000;1,754386;2,974001;1;302;0;1,200000048;2,200000048
3336974;2;2850;96;18650;2019-04-21 18:59:29.000;844e-0000-0f01-071a;1;78;96;21.04.2019 15:59;50;2;50;50;2019-04-21 15:59:29.000;2,157895;2,643337;1;302;0;0,800000012;5,099999905
3337004;2;2851;166;21375;2019-04-21 19:02:37.000;844e-0000-0f01-071a;1;78;96;21.04.2019 16:02;50;2;50;50;2019-04-21 16:02:37.000;2,280702;2,307171;1;302;0;0,800000012;5,900000095
3337104;2;2853;609;13900;2019-04-21 19:13:00.000;844e-0000-0f01-071a;1;78;96;21.04.2019 16:13;50;2;50;50;2019-04-21 16:13:00.000;2,567394;3,550423;1;302;0;1;11,80000019
3337105;2;2851;1;15425;2019-04-21 19:13:18.000;844e-0000-0f01-071a;1;78;96;21.04.2019 16:13;50;2;50;50;2019-04-21 16:13:18.000;1,315789;3,197134;1;302;0;0,699999988;1,5
3337212;2;2854;468;21900;2019-04-21 19:21:29.000;844e-0000-0f01-071a;1;78;96;21.04.2019 16:21;50;2;50;50;2019-04-21 16:21:29.000;2,368421;2,254266;1;302;0;0,899999976;10,30000019
3337213;2;2854;1;13925;2019-04-21 19:21:45.000;844e-0000-0f01-071a;1;78;96;2019-04-21 16:21:50.003;50;2;50;50;2019-04-21 16:21:45.000;1,877193;3,545308;1;302;0;0,600000024;1,399999976
3337290;2;2853;321;18900;2019-04-21 19:27:25.000;844e-0000-0f01-071a;1;78;96;21.04.2019 16:27;50;2;50;50;2019-04-21 16:27:25.000;2,315789;2,611157;1;302;0;0,800000012;8
3337291;2;2854;2;18875;2019-04-21 19:27:47.000;844e-0000-0f01-071a;1;78;96;21.04.2019 16:27;50;2;50;50;2019-04-21 16:27:47.000;1,929825;2,615546;1;302;0;0,5;1,200000048
3337336;2;2853;137;17600;2019-04-21 19:30:22.000;844e-0000-0f01-071a;1;78;96;21.04.2019 16:31;50;2;50;50;2019-04-21 16:30:22.000;2,105263;2,804027;1;302;0;0,600000024;4,800000191
3337339;2;2853;2;13925;2019-04-21 19:30:39.000;844e-0000-0f01-071a;1;78;96;2019-04-21 16:31:27.090;50;2;50;50;2019-04-21 16:30:39.000;1,859649;3,544049;1;302;0;0,600000024;0,800000012
3337351;1;1714;13;9050;2019-04-21 19:31:01.000;844e-0000-0f01-071a;1;78;96;21.04.2019 16:31;30;1;30;30;2019-04-21 16:31:01.000;1,842105;3,245129;1;302;0;0,899999976;1,700000048
3337353;1;1711;2;8975;2019-04-21 19:31:13.000;844e-0000-0f01-071a;1;78;96;21.04.2019 16:31;30;1;30;30;2019-04-21 16:31:13.000;1,894737;3,266383;1;302;0;1;1
3337386;2;2850;129;13925;2019-04-21 19:33:37.000;844e-0000-0f01-071a;1;78;96;2019-04-21 16:33:54.010;50;2;50;50;2019-04-21 16:33:37.000;2,140351;3,540269;1;302;0;0,699999988;4,199999809
3337388;2;2850;1;13975;2019-04-21 19:33:54.000;844e-0000-0f01-071a;1;78;96;21.04.2019 16:33;50;2;50;50;2019-04-21 16:33:54.000;1,831408;3,527602;1;302;0;0,699999988;0,899999976
3337682;2;2853;1255;15250;2019-04-21 19:55:05.000;844e-0000-0f01-071a;1;78;96;21.04.2019 16:55;50;2;50;50;2019-04-21 16:55:05.000;2,684211;3,236123;1;302;0;1,799999952;15,60000038
3337720;2;2853;135;13825;2019-04-21 19:57:35.000;844e-0000-0f01-071a;1;78;96;21.04.2019 16:57;50;2;50;50;2019-04-21 16:57:35.000;2,315789;3,569684;1;302;0;0,899999976;8,699999809
3337845;2;2850;509;17475;2019-04-21 20:06:23.000;844e-0000-0f01-071a;1;78;96;21.04.2019 17:10;50;2;50;50;2019-04-21 17:06:23.000;2,614035;2,821073;1;302;0;1,399999976;12
3337861;4;78;44;1125;2019-04-21 20:07:08.000;844e-0000-0f01-071a;1;78;96;2019-04-21 17:10:16.080;0;4;0;0;2019-04-21 17:07:08.000;0;0;10;302;0;4,599999905;6,300000191
3337862;4;80;0;1125;2019-04-21 20:07:09.000;844e-0000-0f01-071a;1;78;96;21.04.2019 17:10;0;4;0;0;2019-04-21 17:07:09.000;0;0;10;302;0;3,799999952;4,599999905
