Id;Amount;Vol_total;Btw_pour;Pour_time;Time;Dev_id;Brand_id;CustomerId;LocationId;CreationDate;CL;ConvertedAmount;ConvertedCL;SelectedCL;TimeUTC;Flow_0;FlowRate;Mode;TapId;StopCondition;Temp_after;Temp_before
3383557;0;1620;3;14125;2019-04-27 23:25:11.000;844e-0000-0f01-071a;1;78;96;27.04.2019 20:25;0;1;30;30;2019-04-27 20:25:11.000;1,842105;1,962428;0;302;0;1;1,399999976
3383717;2;2850;683;24750;2019-04-27 23:36:59.000;844e-0000-0f01-071a;1;78;96;27.04.2019 20:37;50;2;50;50;2019-04-27 20:36:59.000;2,550278;1,991848;0;302;0;1,399999976;11,89999962
3383718;2;2850;2;24950;2019-04-27 23:37:27.000;844e-0000-0f01-071a;1;78;96;27.04.2019 20:37;50;2;50;50;2019-04-27 20:37:27.000;1,894737;1,975881;0;302;0;1,100000024;2,099999905
3384162;0;2544;1928;22050;2019-04-28 00:09:58.000;844e-0000-0f01-071a;1;78;96;27.04.2019 21:09;0;2;50;50;2019-04-27 21:09:58.000;2,635858;1,992282;0;302;0;2,5;17,39999962
3384214;0;2742;200;23875;2019-04-28 00:13:44.000;844e-0000-0f01-071a;1;78;96;27.04.2019 21:13;0;2;50;50;2019-04-27 21:13:44.000;2,315789;1,985487;0;302;0;1,5;9,5
3384293;2;2851;333;24875;2019-04-28 00:19:43.000;844e-0000-0f01-071a;1;78;96;27.04.2019 21:19;50;2;50;50;2019-04-27 21:19:43.000;2,333333;1,982544;0;302;0;1,299999952;9,300000191
3384408;0;2627;720;22850;2019-04-28 00:32:07.000;844e-0000-0f01-071a;1;78;96;27.04.2019 21:32;0;2;50;50;2019-04-27 21:32:07.000;2,526316;1,986257;0;302;0;1,899999976;12,5
3384410;0;1633;18;14325;2019-04-28 00:32:41.000;844e-0000-0f01-071a;1;78;96;27.04.2019 21:32;0;1;30;30;2019-04-27 21:32:41.000;1,842105;1,950951;0;302;0;1,200000048;5,699999809
3384829;0;2651;2189;22850;2019-04-28 01:09:34.000;844e-0000-0f01-071a;1;78;96;27.04.2019 22:09;0;2;50;50;2019-04-27 22:09:34.000;2,601626;2,004683;0;302;0;2,5;17,89999962
3384954;0;1533;939;13225;2019-04-28 01:25:28.000;844e-0000-0f01-071a;1;78;96;27.04.2019 22:25;0;1;30;30;2019-04-27 22:25:28.000;2,481814;1,980566;0;302;0;4;15,39999962
3384989;0;2463;206;21475;2019-04-28 01:29:17.000;844e-0000-0f01-071a;1;78;96;27.04.2019 22:29;0;2;50;50;2019-04-27 22:29:17.000;2,157895;1,979454;0;302;0;1,600000024;10,60000038
3384992;0;1516;15;13150;2019-04-28 01:29:46.000;844e-0000-0f01-071a;1;78;96;27.04.2019 22:29;0;1;30;30;2019-04-27 22:29:46.000;1,894737;1,969182;0;302;0;1,299999952;4,900000095
3385026;1;1712;187;14975;2019-04-28 01:33:09.000;844e-0000-0f01-071a;1;78;96;27.04.2019 22:33;30;1;30;30;2019-04-27 22:33:09.000;2,105263;1,95882;0;302;0;1,700000048;6,5
3385149;0;2775;708;24150;2019-04-28 01:45:23.000;844e-0000-0f01-071a;1;78;96;27.04.2019 22:45;0;2;50;50;2019-04-27 22:45:23.000;2,379118;1,986851;0;302;0;1,799999952;12,19999981
3385150;0;2632;4;22975;2019-04-28 01:45:51.000;844e-0000-0f01-071a;1;78;96;27.04.2019 22:45;0;2;50;50;2019-04-27 22:45:51.000;1,929825;1,979268;0;302;0;1;3,200000048
3385447;2;2850;2356;24575;2019-04-28 02:25:33.000;844e-0000-0f01-071a;1;78;96;27.04.2019 23:25;50;2;50;50;2019-04-27 23:25:33.000;2,687206;2,006032;0;302;0;2,299999952;17,20000076
3385450;0;2698;4;23675;2019-04-28 02:26:02.000;844e-0000-0f01-071a;1;78;96;27.04.2019 23:26;0;2;50;50;2019-04-27 23:26:02.000;1,807018;1,969655;0;302;0;1,299999952;4
3385485;4;82;291;1125;2019-04-28 02:30:55.000;844e-0000-0f01-071a;1;78;96;27.04.2019 23:30;0;4;0;0;2019-04-27 23:30:55.000;0;0;10;302;0;7,800000191;8,300000191
3385624;2;2852;1883;18925;2019-04-28 03:02:39.000;844e-0000-0f01-071a;1;78;96;28.04.2019 00:02;50;2;50;50;2019-04-28 00:02:39.000;2,430466;2,606781;1;302;0;1,299999952;16,89999962
3386317;11;3164;40728;26000;2019-04-28 14:21:53.000;844e-0000-0f01-071a;1;78;96;2019-04-28 11:21:57.010;0;11;0;0;2019-04-28 11:21:53.000;0;0;10;302;0;2,200000048;24
3386318;11;2784;49;25850;2019-04-28 14:23:07.000;844e-0000-0f01-071a;1;78;96;28.04.2019 11:23;0;11;0;0;2019-04-28 11:23:07.000;0;0;10;302;0;1,200000048;9,699999809
3386419;11;11724;1030;43264;2019-04-28 14:42:07.000;844e-0000-0f01-071a;1;78;96;28.04.2019 11:42;0;11;0;0;2019-04-28 11:42:07.000;0;0;10;302;0;1,200000048;17,60000038
3386533;2;1325;867;14000;2019-04-28 14:56:49.000;844e-0000-0f01-071a;1;78;96;28.04.2019 11:57;50;2;50;50;2019-04-28 11:56:49.000;2,578947;1,610276;0;302;1;4,099999905;14,89999962
3386535;2;196;5;24000;2019-04-28 14:57:19.000;844e-0000-0f01-071a;1;78;96;28.04.2019 11:57;50;2;50;50;2019-04-28 11:57:19.000;0,403509;0,114035;0;302;1;2,799999952;6,400000095
3386603;2;207;450;24000;2019-04-28 15:05:14.000;844e-0000-0f01-071a;1;78;96;28.04.2019 12:05;50;2;50;50;2019-04-28 12:05:14.000;0,017544;0,122076;0;302;1;3,299999952;11,80000019
3386604;0;298;1;18275;2019-04-28 15:05:34.000;844e-0000-0f01-071a;1;78;96;28.04.2019 12:05;0;0;0;50;2019-04-28 12:05:34.000;0,052632;0,247678;0;302;1;1,399999976;3,900000095
3386625;2;2851;36;16325;2019-04-28 15:07:44.000;844e-0000-0f01-071a;1;78;96;28.04.2019 12:08;50;2;50;50;2019-04-28 12:07:44.000;6,596491;3,020875;0;302;0;2,299999952;3,200000048
3386626;0;465;3;3575;2019-04-28 15:07:51.000;844e-0000-0f01-071a;1;78;96;28.04.2019 12:08;0;0;0;50;2019-04-28 12:07:51.000;2,912281;2,085634;0;302;0;2,200000048;2,599999905
3386635;2;2850;50;24975;2019-04-28 15:09:08.000;844e-0000-0f01-071a;1;78;96;28.04.2019 12:09;50;2;50;50;2019-04-28 12:09:08.000;2,017544;1,973904;0;302;0;1,299999952;4,5
3386726;2;2851;578;24850;2019-04-28 15:19:12.000;844e-0000-0f01-071a;1;78;96;28.04.2019 12:19;50;2;50;50;2019-04-28 12:19:12.000;2,421053;1,984539;0;302;0;1,799999952;11,60000038
3386782;2;2852;329;24775;2019-04-28 15:25:07.000;844e-0000-0f01-071a;1;78;96;28.04.2019 12:25;50;2;50;50;2019-04-28 12:25:07.000;2,263158;1,991255;0;302;0;1,5;9,699999809
3386789;1;1711;8;15050;2019-04-28 15:25:31.000;844e-0000-0f01-071a;1;78;96;2019-04-28 12:25:34.033;30;1;30;30;2019-04-28 12:25:31.000;1,912281;1,947893;0;302;0;0,899999976;3,400000095
3386974;2;2851;989;24750;2019-04-28 15:42:26.000;844e-0000-0f01-071a;1;78;96;28.04.2019 12:42;50;2;50;50;2019-04-28 12:42:26.000;2,701754;1,992557;0;302;0;2,099999905;14,80000019
3387067;2;2851;513;24700;2019-04-28 15:51:25.000;844e-0000-0f01-071a;1;78;96;28.04.2019 12:51;50;2;50;50;2019-04-28 12:51:25.000;2,578947;1,996591;0;302;0;1,700000048;12,60000038
3387078;2;2851;22;25000;2019-04-28 15:52:13.000;844e-0000-0f01-071a;1;78;96;28.04.2019 12:52;50;2;50;50;2019-04-28 12:52:13.000;2,140351;1,972632;0;302;0;1,100000024;5,5
3387301;2;2854;1114;17350;2019-04-28 16:11:06.000;844e-0000-0f01-071a;1;78;96;28.04.2019 13:11;50;2;50;50;2019-04-28 13:11:06.000;2,614035;2,845442;1;302;0;1,600000024;15,89999962
3387367;2;2850;269;24800;2019-04-28 16:16:01.000;844e-0000-0f01-071a;1;78;96;28.04.2019 13:16;50;2;50;50;2019-04-28 13:16:01.000;2,45614;1,987833;0;302;0;1,200000048;10,60000038
3387369;2;2852;1;25100;2019-04-28 16:16:28.000;844e-0000-0f01-071a;1;78;96;28.04.2019 13:16;50;2;50;50;2019-04-28 13:16:28.000;1,754386;1,965471;0;302;0;0,899999976;1,799999952
3387473;2;2853;365;18550;2019-04-28 16:22:53.000;844e-0000-0f01-071a;1;78;96;28.04.2019 13:23;50;2;50;50;2019-04-28 13:22:53.000;2,473684;2,660425;1;302;0;0,899999976;9,5
3387474;2;2852;1;24750;2019-04-28 16:23:20.000;844e-0000-0f01-071a;1;78;96;28.04.2019 13:23;50;2;50;50;2019-04-28 13:23:20.000;2,701754;1,993266;0;302;0;0,899999976;1,399999976
3387743;2;2852;895;24750;2019-04-28 16:38:41.000;844e-0000-0f01-071a;1;78;96;28.04.2019 13:38;50;2;50;50;2019-04-28 13:38:41.000;2,58451;1,993266;0;302;0;2,099999905;14,69999981
3387807;2;2855;274;15175;2019-04-28 16:43:31.000;844e-0000-0f01-071a;1;78;96;28.04.2019 13:43;50;2;50;50;2019-04-28 13:43:31.000;2,45614;3,254429;1;302;0;1,100000024;9,899999619
3387840;2;2853;133;17650;2019-04-28 16:46:02.000;844e-0000-0f01-071a;1;78;96;28.04.2019 13:46;50;2;50;50;2019-04-28 13:46:02.000;3,175439;2,796084;1;302;0;0,800000012;7
3387841;2;2855;2;10625;2019-04-28 16:46:16.000;844e-0000-0f01-071a;1;78;96;28.04.2019 13:46;50;2;50;50;2019-04-28 13:46:16.000;2,736842;4,648091;2;302;0;0,400000006;1,100000024
3387882;2;2852;105;24725;2019-04-28 16:48:27.000;844e-0000-0f01-071a;1;78;96;28.04.2019 13:48;50;2;50;50;2019-04-28 13:48:27.000;2,473684;1,995281;0;302;0;1,100000024;4,599999905
3388005;2;2854;395;14625;2019-04-28 16:55:17.000;844e-0000-0f01-071a;1;78;96;2019-04-28 13:56:32.093;50;2;50;50;2019-04-28 13:55:17.000;2,45614;3,375618;1;302;0;1;9,600000381
3388006;2;2851;2;10550;2019-04-28 16:55:30.000;844e-0000-0f01-071a;1;78;96;28.04.2019 13:56;50;2;50;50;2019-04-28 13:55:30.000;1,22807;4,674482;2;302;0;0,600000024;1,399999976
3388007;2;2858;2;17775;2019-04-28 16:55:51.000;844e-0000-0f01-071a;1;78;96;28.04.2019 13:56;50;2;50;50;2019-04-28 13:55:51.000;1,54386;2,781356;2;302;0;1,299999952;1
3388011;2;2854;1;16575;2019-04-28 16:56:10.000;844e-0000-0f01-071a;1;78;96;28.04.2019 13:56;50;2;50;50;2019-04-28 13:56:10.000;1,473684;2,978487;1;302;0;1,5;1,399999976
3388013;0;2767;1;17900;2019-04-28 16:56:30.000;844e-0000-0f01-071a;1;78;96;28.04.2019 13:56;0;2;50;50;2019-04-28 13:56:30.000;1,859649;2,672743;1;302;0;1,5;1,5
3388042;2;2851;71;14750;2019-04-28 16:57:57.000;844e-0000-0f01-071a;1;78;96;28.04.2019 13:57;50;2;50;50;2019-04-28 13:57:57.000;2,035088;3,343443;1;302;0;1,100000024;3,900000095
3388061;0;2465;68;21500;2019-04-28 16:59:28.000;844e-0000-0f01-071a;1;78;96;28.04.2019 13:59;0;2;50;50;2019-04-28 13:59:28.000;2,017544;1,978784;0;302;0;1,299999952;4
3388092;2;2851;59;24925;2019-04-28 17:00:53.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:01;50;2;50;50;2019-04-28 14:00:53.000;2,017544;1,978567;0;302;0;0,899999976;3,799999952
3388093;2;2850;1;25100;2019-04-28 17:01:20.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:01;50;2;50;50;2019-04-28 14:01:20.000;1,087719;1,964073;0;302;0;1;1,100000024
3388139;0;49;51;25;2019-04-28 17:02:12.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:03;0;0;0;50;2019-04-28 14:02:12.000;0;6,315789;0;302;0;2,599999905;3
3388140;0;2736;2;23975;2019-04-28 17:02:39.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:03;0;2;50;50;2019-04-28 14:02:39.000;1,947368;1,972815;0;302;0;1,100000024;2,599999905
3388142;0;2638;3;23125;2019-04-28 17:03:06.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:03;0;2;50;50;2019-04-28 14:03:06.000;1,789474;1,970982;0;302;0;1;1,299999952
3388171;2;2851;74;14300;2019-04-28 17:04:35.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:05;50;2;50;50;2019-04-28 14:04:35.000;1,912281;3,448657;1;302;0;0,899999976;3,5
3388172;0;2710;1;23800;2019-04-28 17:05:01.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:05;0;2;50;50;2019-04-28 14:05:01.000;1,736842;1,968156;0;302;0;1,100000024;1
3388221;2;2851;145;24950;2019-04-28 17:07:52.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:07;50;2;50;50;2019-04-28 14:07:52.000;2,157895;1,976585;0;302;0;1,299999952;4,900000095
3388268;2;2850;151;24950;2019-04-28 17:10:49.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:10;50;2;50;50;2019-04-28 14:10:49.000;2,035088;1,975881;0;302;0;1,200000048;5,5
3388318;2;2852;116;24850;2019-04-28 17:13:11.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:13;50;2;50;50;2019-04-28 14:13:11.000;2,175439;1,985245;0;302;0;0,899999976;4,900000095
3388321;2;2850;1;25025;2019-04-28 17:13:38.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:13;50;2;50;50;2019-04-28 14:13:38.000;1,245614;1,96996;0;302;0;0,899999976;1,100000024
3388346;0;2509;70;22000;2019-04-28 17:15:12.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:15;0;2;50;50;2019-04-28 14:15:12.000;2,070175;1,968899;0;302;0;1;3,299999952
3388380;0;2700;108;23725;2019-04-28 17:17:25.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:17;0;2;50;50;2019-04-28 14:17:25.000;1,982456;1,966983;0;302;0;1,100000024;4,300000191
3388412;2;2851;66;24925;2019-04-28 17:18:56.000;844e-0000-0f01-071a;1;78;96;2019-04-28 14:19:23.090;50;2;50;50;2019-04-28 14:18:56.000;2,087719;1,978567;0;302;0;0,899999976;3,799999952
3388415;0;2335;2;20550;2019-04-28 17:19:19.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:19;0;2;50;50;2019-04-28 14:19:19.000;1,22807;1,959278;0;302;0;0,899999976;1
3388418;4;70;1;1125;2019-04-28 17:19:22.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:19;0;4;0;0;2019-04-28 14:19:22.000;0;0;10;302;0;0,899999976;0,899999976
3388509;2;2850;250;24875;2019-04-28 17:23:58.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:24;50;2;50;50;2019-04-28 14:23:58.000;2,22807;1,981839;0;302;0;1,200000048;6,5
3388510;0;2212;1;19450;2019-04-28 17:24:20.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:24;0;1;30;50;2019-04-28 14:24:20.000;1,192982;1,959139;0;302;0;0,899999976;1,5
3388517;0;2458;4;21525;2019-04-28 17:24:47.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:25;0;2;50;50;2019-04-28 14:24:47.000;1,877193;1,970781;0;302;0;1;1,399999976
3388520;4;69;0;1125;2019-04-28 17:24:48.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:25;0;4;0;0;2019-04-28 14:24:48.000;0;0;10;302;0;1,100000024;1,100000024
3388539;2;2852;61;24900;2019-04-28 17:26:15.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:26;50;2;50;50;2019-04-28 14:26:15.000;1,982456;1,981258;0;302;0;1;3,299999952
3388554;0;2320;1;20175;2019-04-28 17:26:38.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:27;0;2;50;50;2019-04-28 14:26:38.000;1,912281;1,982652;0;302;0;0,899999976;1,200000048
3388558;0;2520;6;22025;2019-04-28 17:27:07.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:27;0;2;50;50;2019-04-28 14:27:07.000;1,894737;1,975427;0;302;0;1,200000048;1,5
3388566;4;74;25;1125;2019-04-28 17:27:33.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:27;0;4;0;0;2019-04-28 14:27:33.000;0;0;10;302;0;2;2,400000095
3388616;0;2634;228;23025;2019-04-28 17:31:45.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:31;0;2;50;50;2019-04-28 14:31:45.000;2,298246;1,976494;0;302;0;1,399999976;6,699999809
3388648;2;2852;17;24925;2019-04-28 17:32:28.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:32;50;2;50;50;2019-04-28 14:32:28.000;1,894737;1,979271;0;302;0;0,899999976;3,599999905
3388650;2;2851;2;25000;2019-04-28 17:32:56.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:33;50;2;50;50;2019-04-28 14:32:56.000;1,842105;1,972632;0;302;0;1,100000024;1,200000048
3388660;0;2577;9;22450;2019-04-28 17:33:29.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:33;0;2;50;50;2019-04-28 14:33:29.000;1,964912;1,982573;0;302;0;1,100000024;1,799999952
3388678;0;1609;17;14100;2019-04-28 17:34:01.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:34;0;1;30;30;2019-04-28 14:34:01.000;1,947368;1,952221;0;302;0;1,200000048;2,299999952
3388736;2;2852;115;24950;2019-04-28 17:36:21.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:36;50;2;50;50;2019-04-28 14:36:21.000;2,087719;1,977288;0;302;0;1,100000024;4,300000191
3388738;2;2851;2;24875;2019-04-28 17:36:49.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:36;50;2;50;50;2019-04-28 14:36:49.000;1,842105;1,982544;0;302;0;1,100000024;1,299999952
3388812;2;2851;223;24925;2019-04-28 17:40:58.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:40;50;2;50;50;2019-04-28 14:40:58.000;2,315789;1,978567;0;302;0;1,299999952;6,099999905
3388836;2;2421;27;21225;2019-04-28 17:41:47.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:42;50;2;50;50;2019-04-28 14:41:47.000;1,894737;1,968053;0;302;1;0,899999976;3,799999952
3388837;2;293;2;23000;2019-04-28 17:42:12.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:42;50;2;50;50;2019-04-28 14:42:12.000;0,526316;0,192982;0;302;1;1;1
3388838;0;103;2;12175;2019-04-28 17:42:27.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:42;0;0;0;30;2019-04-28 14:42:27.000;0,017544;0,090781;0;302;1;1,200000048;1,200000048
3388895;2;230;144;24000;2019-04-28 17:45:16.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:45;50;2;50;50;2019-04-28 14:45:16.000;0,140351;0,138889;0;302;1;1,700000048;4,699999809
3388898;0;546;2;10225;2019-04-28 17:45:29.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:45;0;0;0;30;2019-04-28 14:45:29.000;0,035088;0,868185;0;302;1;1,200000048;1,799999952
3388947;2;2853;60;11225;2019-04-28 17:46:41.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:48;50;2;50;50;2019-04-28 14:46:41.000;1,508772;4,396514;0;302;0;3,299999952;4,300000191
3388949;2;2851;1;17775;2019-04-28 17:47:01.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:48;50;2;50;50;2019-04-28 14:47:01.000;5,754386;2,774447;0;302;0;1,100000024;3,5
3388950;2;2850;3;24950;2019-04-28 17:47:30.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:48;50;2;50;50;2019-04-28 14:47:30.000;1,859649;1,975881;0;302;0;1,600000024;1,700000048
3388953;2;2851;2;24975;2019-04-28 17:47:58.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:48;50;2;50;50;2019-04-28 14:47:58.000;1,929825;1,974606;0;302;0;1,200000048;1,700000048
3388971;0;2607;78;22900;2019-04-28 17:49:41.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:49;0;2;50;50;2019-04-28 14:49:41.000;2,122807;1,966598;0;302;0;1,299999952;3,599999905
3389027;2;2851;129;24875;2019-04-28 17:52:16.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:52;50;2;50;50;2019-04-28 14:52:16.000;2,017544;1,982544;0;302;0;1,100000024;4,900000095
3389029;0;2026;2;17750;2019-04-28 17:52:37.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:52;0;1;30;50;2019-04-28 14:52:37.000;1,894737;1,962936;0;302;0;0,899999976;1,299999952
3389079;2;2851;164;24925;2019-04-28 17:55:47.000;844e-0000-0f01-071a;1;78;96;28.04.2019 14:55;50;2;50;50;2019-04-28 14:55:47.000;2,052632;1,978567;0;302;0;1,100000024;5,199999809
3389194;0;1504;715;13000;2019-04-28 18:07:56.000;844e-0000-0f01-071a;1;78;96;2019-04-28 15:07:57.023;0;1;30;30;2019-04-28 15:07:56.000;2,310655;1,975708;0;302;0;3,900000095;12,69999981
3389200;0;2472;29;21625;2019-04-28 18:08:48.000;844e-0000-0f01-071a;1;78;96;28.04.2019 15:08;0;2;50;50;2019-04-28 15:08:48.000;1,877193;1,973025;0;302;0;1,5;8,399999619
3389244;2;2851;139;25075;2019-04-28 18:11:32.000;844e-0000-0f01-071a;1;78;96;28.04.2019 15:11;50;2;50;50;2019-04-28 15:11:32.000;2,017544;1,966731;0;302;0;1;6,300000191
3389245;0;2511;2;22000;2019-04-28 18:11:57.000;844e-0000-0f01-071a;1;78;96;28.04.2019 15:12;0;2;50;50;2019-04-28 15:11:57.000;1,245614;1,970494;0;302;0;0,899999976;1,299999952
3389282;4;86;173;1125;2019-04-28 18:14:51.000;844e-0000-0f01-071a;1;78;96;28.04.2019 15:14;0;4;0;0;2019-04-28 15:14:51.000;0;0;10;302;0;5,400000095;5,5
3389294;0;1621;34;14150;2019-04-28 18:15:40.000;844e-0000-0f01-071a;1;78;96;28.04.2019 15:15;0;1;30;30;2019-04-28 15:15:40.000;2,22807;1,960201;0;302;0;2;6,099999905
3389318;0;1122;77;9700;2019-04-28 18:17:08.000;844e-0000-0f01-071a;1;78;96;28.04.2019 15:17;0;0;0;30;2019-04-28 15:17:08.000;2,140351;1,956954;0;302;0;2,099999905;5,400000095
3389389;2;2850;315;15450;2019-04-28 18:22:39.000;844e-0000-0f01-071a;1;78;96;28.04.2019 15:22;50;2;50;50;2019-04-28 15:22:39.000;2,192982;3,190825;1;302;0;1;8,899999619
3389410;2;2852;80;17600;2019-04-28 18:24:18.000;844e-0000-0f01-071a;1;78;96;28.04.2019 15:24;50;2;50;50;2019-04-28 15:24:18.000;2,385965;2,80303;1;302;0;0,699999988;5,699999809
3389441;2;2852;94;24825;2019-04-28 18:26:18.000;844e-0000-0f01-071a;1;78;96;28.04.2019 15:26;50;2;50;50;2019-04-28 15:26:18.000;2,385965;1,987244;0;302;0;0,899999976;4,5
3389482;0;2532;182;22025;2019-04-28 18:29:44.000;844e-0000-0f01-071a;1;78;96;28.04.2019 15:29;0;2;50;50;2019-04-28 15:29:44.000;2,175439;1,984985;0;302;0;1,200000048;5,800000191
3389484;4;71;1;1125;2019-04-28 18:29:46.000;844e-0000-0f01-071a;1;78;96;28.04.2019 15:29;0;4;0;0;2019-04-28 15:29:46.000;0;0;10;302;0;1,299999952;1,299999952
3389616;2;2854;622;16650;2019-04-28 18:40:26.000;844e-0000-0f01-071a;1;78;96;28.04.2019 15:40;50;2;50;50;2019-04-28 15:40:26.000;2,379118;2,96507;1;302;0;1,399999976;11,80000019
3389907;0;1602;1572;13750;2019-04-28 19:06:53.000;844e-0000-0f01-071a;1;78;96;28.04.2019 16:06;0;1;30;30;2019-04-28 16:06:53.000;2,614035;1,992983;0;302;0;4,5;17,70000076
3389909;4;68;1;1075;2019-04-28 19:06:55.000;844e-0000-0f01-071a;1;78;96;28.04.2019 16:06;0;4;0;0;2019-04-28 16:06:55.000;0;0;10;302;0;4,800000191;5
3390009;0;2748;506;23900;2019-04-28 19:15:47.000;844e-0000-0f01-071a;1;78;96;28.04.2019 16:15;0;2;50;50;2019-04-28 16:15:47.000;2,385965;1,987815;0;302;0;2;14,60000038
3390151;0;2687;687;23300;2019-04-28 19:27:39.000;844e-0000-0f01-071a;1;78;96;28.04.2019 16:27;0;2;50;50;2019-04-28 16:27:39.000;2,379118;1,993073;0;302;0;2,200000048;14,39999962
3390278;2;2850;599;24775;2019-04-28 19:38:03.000;844e-0000-0f01-071a;1;78;96;2019-04-28 16:38:48.043;50;2;50;50;2019-04-28 16:38:03.000;2,508772;1,989838;0;302;0;1,600000024;13,39999962
3390280;2;2851;1;24925;2019-04-28 19:38:30.000;844e-0000-0f01-071a;1;78;96;2019-04-28 16:38:51.097;50;2;50;50;2019-04-28 16:38:30.000;1,263158;1,978567;0;302;0;0,899999976;2,200000048
3390281;0;1588;2;13925;2019-04-28 19:38:47.000;844e-0000-0f01-071a;1;78;96;28.04.2019 16:38;0;1;30;50;2019-04-28 16:38:47.000;1,859649;1,950298;0;302;0;1,100000024;1,399999976
3390336;0;2731;276;23875;2019-04-28 19:43:48.000;844e-0000-0f01-071a;1;78;96;28.04.2019 16:43;0;2;50;50;2019-04-28 16:43:48.000;2,192982;1,977404;0;302;0;1,399999976;7,900000095
3390428;0;2307;496;20025;2019-04-28 19:52:26.000;844e-0000-0f01-071a;1;78;96;28.04.2019 16:52;0;2;50;50;2019-04-28 16:52:26.000;2,245614;1,986114;0;302;0;2,299999952;11,10000038
3390451;2;2852;84;24850;2019-04-28 19:54:15.000;844e-0000-0f01-071a;1;78;96;28.04.2019 16:54;50;2;50;50;2019-04-28 16:54:15.000;2,105263;1,985245;0;302;0;0,899999976;6,599999905
3390453;0;1708;2;14925;2019-04-28 19:54:33.000;844e-0000-0f01-071a;1;78;96;28.04.2019 16:55;0;1;30;50;2019-04-28 16:54:33.000;1,824561;1,960681;0;302;0;0,699999988;1,299999952
3390454;0;372;28;3175;2019-04-28 19:55:05.000;844e-0000-0f01-071a;1;78;96;28.04.2019 16:55;0;0;0;30;2019-04-28 16:55:05.000;1,929825;1,834508;0;302;0;1,299999952;2,900000095
3390711;0;2314;1370;20100;2019-04-28 20:18:17.000;844e-0000-0f01-071a;1;78;96;28.04.2019 17:18;0;2;50;50;2019-04-28 17:18:17.000;2,526316;1,984813;0;302;0;2,700000048;16,29999924
3390744;0;2511;184;21925;2019-04-28 20:21:45.000;844e-0000-0f01-071a;1;78;96;28.04.2019 17:21;0;2;50;50;2019-04-28 17:21:45.000;2,140351;1,977235;0;302;0;1,600000024;9,5
3391014;2;2851;1294;24725;2019-04-28 20:43:45.000;844e-0000-0f01-071a;1;78;96;28.04.2019 17:44;50;2;50;50;2019-04-28 17:43:45.000;2,578947;1,994572;0;302;0;2;16,60000038
3391015;0;1799;1;15850;2019-04-28 20:44:03.000;844e-0000-0f01-071a;1;78;96;28.04.2019 17:44;0;1;30;50;2019-04-28 17:44:03.000;1,280702;1,946981;0;302;0;1,399999976;2,799999952
3391016;0;360;8;3150;2019-04-28 20:44:15.000;844e-0000-0f01-071a;1;78;96;28.04.2019 17:44;0;0;0;30;2019-04-28 17:44:15.000;1,877193;1,782233;0;302;0;1,399999976;3,5
